time,elevation,ph,temp,sal,conductivity,oxygen,fluo
1379983840,15.2976,8.06275848350038,18.1630438596491,7.35062280701754,1.10547368421053,4.95466666666667,803.995054036215
1379987440,15.795,8.10491601941394,17.7263861386139,10.6823069306931,1.54882178217822,4.95965625,928.642150268652
1379991040,16.2122777777778,8.15245463481931,17.2970296296296,15.4599777777778,2.1556,5.00184615384615,1141.38596473174
1379994640,16.5133333333333,8.20477834577659,16.9650476190476,19.0308253968254,2.58721428571429,5.15064102564103,1287.67777405099
1379998240,16.5877,8.22284396904328,16.7948306451613,20.9541451612903,2.81391935483871,5.14123684210526,1263.83507107344
1380001840,16.4070333333333,8.20818266157822,17.027312,16.5822,2.282496,5.07081578947368,1093.80937508837
1380005440,16.0754333333333,8.18898331021579,17.285152,12.658504,1.79452,4.97889473684211,883.493271770463
1380009040,15.6518666666667,8.14472145831225,17.5242142857143,9.65139682539682,1.40196031746032,4.91441025641026,769.523501789871
1380012640,15.3197666666667,8.07514663725456,17.6764206349206,7.21199206349206,1.07688095238095,4.97374358974359,779.808962543652
1380016240,15.1689333333333,8.0521029732766,18.053856,5.695248,0.872016,5.00839473684211,862.851455230281
1380019840,15.2907333333333,8.08317670645261,18.4242,4.766056,0.74492,5.01939473684211,928.260767978563
1380023440,15.5912,8.11171243384332,18.516712,4.873464,0.76212,5.02197368421053,950.415987523841
1380027040,15.9916153846154,8.13095646985279,17.9163679245283,10.0755849056604,1.47266981132075,5.00610526315789,1002.08119830131
1380030640,16.4753529411765,8.15926528191095,17.2901224489796,15.9330918367347,2.21427551020408,5.03363157894737,1093.88762393835
1380034240,16.7804074074074,8.19031517003644,16.9492613636364,19.8923409090909,2.69271590909091,5.1249,1181.59230182729
1380037840,16.9589666666667,8.20975848182171,16.7177037037037,22.3381944444444,2.9770462962963,5.14413636363636,1215.05798061649
1380041440,16.9016666666667,8.21569771439431,16.8028897058824,21.5436397058824,2.88516176470588,5.1825,1176.05373673913
1380045040,16.5936,8.21086947660417,17.3535046728972,15.2722523364486,2.12709345794393,5.2303,1046.2027693185
1380048640,16.1265,8.20709989369368,17.6315966386555,12.4361512605042,1.77810924369748,5.211,897.090037332607
1380052240,15.5636666666667,8.18823433572809,17.8264705882353,8.82972549019608,1.30230392156863,5.23047368421053,793.813709245305
1380055840,15.0539666666667,8.13559289592859,18.0003551401869,6.9958785046729,1.0545046728972,5.18845,785.881486625448
1380059440,14.7074347826087,8.0758410380907,18.1894074074074,6.0245462962963,0.921740740740741,5.0997619047619,802.475335122664
1380063040,14.5012857142857,8.0435171223953,18.2271652173913,5.8634347826087,0.899626086956522,5.06157142857143,801.910783277069
