time[YYYY-MM-DD hh:mm:ss PST], q_yield, fm, fo
"2013/10/10 15:59:46", 0.417, 2285.000, 1330.000
"2013/10/10 15:59:50", 0.398, 2298.000, 1382.000
"2013/10/10 15:59:53", 0.413, 2293.000, 1344.000
"2013/10/10 15:59:57", 0.416, 2285.000, 1333.000
"2013/10/10 16:02:41", 0.424, 2372.000, 1364.000
"2013/10/10 16:02:45", 0.436, 2342.000, 1319.000
"2013/10/10 16:02:48", 0.393, 1099511627776.000, 2268.000
"2013/10/10 16:02:52", 0.410, 2346.000, 1384.000
"2013/10/10 16:02:56", 0.432, 2311.000, 1311.000
"2013/10/10 16:02:59", 0.429, 2367.000, 1350.000
"2013/10/10 16:05:39", 0.406, 2324.000, 1379.000
"2013/10/10 16:05:43", 0.389, 2213.000, 1350.000
"2013/10/10 16:05:47", 0.403, 2286.000, 1364.000
"2013/10/10 16:05:50", 0.407, 2346.000, 1390.000
"2013/10/10 16:05:54", 0.401, 2321.000, 1388.000
"2013/10/10 16:05:58", 0.421, 2441.000, 1413.000
"2013/10/10 16:08:39", 0.459, 2544.000, 1375.000
"2013/10/10 16:08:43", 0.386, 2228.000, 1367.000
"2013/10/10 16:08:46", 0.414, 2229.000, 1305.000
"2013/10/10 16:08:50", 0.408, 2298.000, 1360.000
"2013/10/10 16:08:54", 0.383, 2255.000, 1390.000
"2013/10/10 16:08:57", 0.391, 2227.000, 1355.000
"2013/10/10 16:11:41", 0.395, 2279.000, 1378.000
"2013/10/10 16:11:45", 0.417, 2326.000, 1355.000
"2013/10/10 16:11:52", 0.418, 2345.000, 1363.000
"2013/10/10 16:11:56", 0.403, 2327.000, 1387.000
"2013/10/10 16:11:59", 0.419, 2309.000, 1340.000
"2013/10/10 16:14:40", 0.373, 2208.000, 1384.000
"2013/10/10 16:14:43", 0.399, 2306.000, 1385.000
"2013/10/10 16:14:47", 0.403, 2337.000, 1393.000
"2013/10/10 16:14:51", 0.397, 2360.000, 1423.000
"2013/10/10 16:14:54", 0.444, 2424.000, 1347.000
"2013/10/10 16:14:58", 0.403, 2224.000, 1326.000
"2013/10/10 16:17:39", 0.414, 2294.000, 1343.000
"2013/10/10 16:17:46", 0.389, 2265.000, 1382.000
"2013/10/10 16:17:50", 0.370, 2196.000, 1383.000
"2013/10/10 16:17:54", 0.411, 2343.000, 1380.000
"2013/10/10 16:17:57", 0.374, 2296.000, 1436.000
"2013/10/10 16:23:43", 0.394, 2217.000, 1342.000
"2013/10/10 16:23:47", 0.380, 2307.000, 1430.000
"2013/10/10 16:23:51", 0.401, 2309.000, 1381.000
"2013/10/10 16:23:54", 0.395, 2291.000, 1385.000
"2013/10/10 16:23:58", 0.411, 2299.000, 1354.000
"2013/10/10 16:26:46", 0.393, 2299.000, 1394.000
"2013/10/10 16:26:49", 0.425, 2350.000, 1349.000
"2013/10/10 16:26:53", 0.408, 2305.000, 1364.000
"2013/10/10 16:26:57", 0.421, 2380.000, 1378.000
"2013/10/10 16:27:01", 0.388, 2247.000, 1375.000
"2013/10/10 16:29:42", 0.424, 2366.000, 1362.000
"2013/10/10 16:29:45", 0.397, 2308.000, 1391.000
"2013/10/10 16:29:49", 0.383, 2229.000, 1374.000
"2013/10/10 16:29:52", 0.396, 2274.000, 1372.000
"2013/10/10 16:29:56", 0.419, 2393.000, 1388.000
"2013/10/10 16:30:00", 0.396, 2268.000, 1369.000
"2013/10/10 16:32:40", 0.398, 2219.000, 1334.000
"2013/10/10 16:32:44", 0.386, 2295.000, 1409.000
"2013/10/10 16:32:47", 0.412, 2298.000, 1349.000
"2013/10/10 16:32:51", 0.371, 2204.000, 1385.000
"2013/10/10 16:32:55", 0.420, 2308.000, 1338.000
"2013/10/10 16:32:58", 0.402, 2317.000, 1385.000
"2013/10/10 16:35:39", 0.397, 2288.000, 1378.000
"2013/10/10 16:35:46", 0.424, 2311.000, 1329.000
"2013/10/10 16:35:49", 0.404, 2242.000, 1336.000
"2013/10/10 16:35:53", 0.404, 2276.000, 1355.000
"2013/10/10 16:35:57", 0.438, 2356.000, 1322.000
"2013/10/10 16:36:00", 0.431, 2359.000, 1342.000
"2013/10/10 16:38:42", 0.390, 2272.000, 1385.000
"2013/10/10 16:38:45", 0.402, 2236.000, 1335.000
"2013/10/10 16:38:49", 0.427, 2417.000, 1383.000
"2013/10/10 16:38:53", 0.455, 2390.000, 1301.000
"2013/10/10 16:38:56", 0.382, 2235.000, 1379.000
"2013/10/10 16:39:00", 0.415, 2302.000, 1346.000
"2013/10/10 16:39:04", 0.405, 2250.000, 1338.000
"2013/10/10 16:39:07", 0.399, 2257.000, 1355.000
"2013/10/10 16:39:14", 0.427, 2343.000, 1342.000
"2013/10/10 16:39:18", 0.390, 2263.000, 1379.000
"2013/10/10 16:39:22", 0.411, 2289.000, 1347.000
"2013/10/10 16:39:25", 0.380, 2187.000, 1354.000
"2013/10/10 16:39:29", 0.412, 2235.000, 1312.000
"2013/10/10 16:39:33", 0.395, 2268.000, 1371.000
"2013/10/10 16:39:36", 0.410, 2296.000, 1354.000
"2013/10/10 16:39:40", 0.390, 2227.000, 1357.000
"2013/10/10 16:39:44", 0.367, 2142.000, 1355.000
"2013/10/10 16:39:47", 0.380, 2318.000, 1436.000
"2013/10/10 16:39:51", 0.395, 2266.000, 1370.000
"2013/10/10 16:39:55", 0.431, 2350.000, 1335.000
"2013/10/10 16:39:58", 0.377, 2266.000, 1411.000
"2013/10/10 16:41:40", 0.377, 2265.000, 1409.000
"2013/10/10 16:41:44", 0.395, 2268.000, 1370.000
"2013/10/10 16:41:47", 0.447, 2463.000, 1362.000
"2013/10/10 16:41:51", 0.429, 2423.000, 1382.000
"2013/10/10 16:41:55", 0.376, 2258.000, 1407.000
"2013/10/10 16:41:58", 0.386, 2244.000, 1377.000
"2013/10/10 16:44:39", 0.437, 2406.000, 1353.000
"2013/10/10 16:44:42", 0.399, 2224.000, 1336.000
"2013/10/10 16:44:46", 0.382, 2267.000, 1401.000
"2013/10/10 16:44:50", 0.433, 2353.000, 1332.000
"2013/10/10 16:44:53", 0.398, 2256.000, 1358.000
"2013/10/10 16:44:57", 0.401, 2320.000, 1388.000
"2013/10/10 16:47:41", 0.414, 2251.000, 1319.000
"2013/10/10 16:47:45", 0.397, 2262.000, 1362.000
"2013/10/10 16:47:49", 0.373, 2205.000, 1381.000
"2013/10/10 16:47:53", 0.403, 2300.000, 1372.000
"2013/10/10 16:47:56", 0.404, 2282.000, 1359.000
"2013/10/10 16:48:00", 0.399, 2297.000, 1380.000
"2013/10/10 16:50:40", 0.400, 2473.000, 1482.000
"2013/10/10 16:50:44", 0.406, 2339.000, 1389.000
"2013/10/10 16:50:48", 0.393, 2325.000, 1411.000
"2013/10/10 16:50:51", 0.409, 2294.000, 1354.000
"2013/10/10 16:50:55", 0.408, 2364.000, 1399.000
"2013/10/10 16:50:59", 0.403, 2274.000, 1356.000
"2013/10/10 16:53:39", 0.399, 2386.000, 1432.000
"2013/10/10 16:53:43", 0.385, 2335.000, 1434.000
"2013/10/10 16:53:46", 0.386, 2259.000, 1387.000
"2013/10/10 16:53:50", 0.401, 2284.000, 1367.000
"2013/10/10 16:53:54", 0.390, 2228.000, 1357.000
"2013/10/10 16:53:57", 0.391, 2247.000, 1367.000
"2013/10/10 16:56:41", 0.408, 2362.000, 1397.000
"2013/10/10 16:56:45", 0.423, 2375.000, 1369.000
"2013/10/10 16:56:48", 0.373, 2216.000, 1388.000
"2013/10/10 16:56:52", 0.392, 2317.000, 1407.000
"2013/10/10 16:56:56", 0.395, 2268.000, 1372.000
"2013/10/10 16:56:59", 0.357, 2241.000, 1440.000
"2013/10/10 16:59:41", 0.388, 2217.000, 1355.000
"2013/10/10 16:59:44", 0.408, 2242.000, 1327.000
"2013/10/10 16:59:48", 0.370, 2229.000, 1403.000
"2013/10/10 16:59:52", 0.389, 2247.000, 1372.000
"2013/10/10 16:59:55", 0.387, 2277.000, 1394.000
"2013/10/10 16:59:59", 0.403, 2229.000, 1329.000
"2013/10/10 17:02:39", 0.386, 2230.000, 1369.000
"2013/10/10 17:02:43", 0.405, 2281.000, 1355.000
"2013/10/10 17:02:46", 0.424, 2296.000, 1321.000
"2013/10/10 17:02:50", 0.429, 2313.000, 1320.000
"2013/10/10 17:02:54", 0.422, 2329.000, 1344.000
"2013/10/10 17:02:57", 0.430, 2308.000, 1315.000
"2013/10/10 17:05:41", 0.413, 2284.000, 1340.000
"2013/10/10 17:05:45", 0.390, 2194.000, 1337.000
"2013/10/10 17:05:49", 0.400, 2215.000, 1327.000
"2013/10/10 17:05:52", 0.421, 2290.000, 1325.000
"2013/10/10 17:05:56", 0.359, 2174.000, 1392.000
"2013/10/10 17:06:00", 0.408, 2269.000, 1342.000
"2013/10/10 17:08:41", 0.410, 2247.000, 1325.000
"2013/10/10 17:08:44", 0.385, 2198.000, 1350.000
"2013/10/10 17:08:48", 0.393, 2292.000, 1389.000
"2013/10/10 17:08:52", 0.412, 2293.000, 1347.000
"2013/10/10 17:08:55", 0.379, 2235.000, 1387.000
"2013/10/10 17:08:59", 0.393, 2259.000, 1370.000
"2013/10/10 17:11:39", 0.400, 2335.000, 1401.000
"2013/10/10 17:11:43", 0.398, 2284.000, 1373.000
"2013/10/10 17:11:47", 0.469, 2526.000, 1339.000
"2013/10/10 17:11:50", 0.403, 2322.000, 1384.000
"2013/10/10 17:11:54", 0.414, 2275.000, 1333.000
"2013/10/10 17:11:58", 0.396, 2328.000, 1404.000
"2013/10/10 17:14:41", 0.375, 2364.000, 1477.000
"2013/10/10 17:14:45", 0.391, 2253.000, 1370.000
"2013/10/10 17:14:49", 0.375, 2256.000, 1410.000
"2013/10/10 17:14:52", 0.386, 2346.000, 1440.000
"2013/10/10 17:14:56", 0.390, 2290.000, 1396.000
"2013/10/10 17:15:00", 0.394, 2314.000, 1402.000
"2013/10/10 17:17:44", 0.410, 2351.000, 1387.000
"2013/10/10 17:17:47", 0.397, 2251.000, 1356.000
"2013/10/10 17:17:51", 0.393, 2218.000, 1345.000
"2013/10/10 17:17:55", 0.381, 2234.000, 1382.000
"2013/10/10 17:23:42", 0.347, 2200.000, 1436.000
"2013/10/10 17:23:45", 0.376, 2214.000, 1380.000
"2013/10/10 17:23:49", 0.389, 2241.000, 1369.000
"2013/10/10 17:23:56", 0.333, 2147.000, 1431.000
"2013/10/10 17:24:00", 0.358, 2182.000, 1399.000
"2013/10/10 17:26:40", 0.377, 2202.000, 1370.000
"2013/10/10 17:26:44", 0.412, 2344.000, 1378.000
"2013/10/10 17:26:47", 0.364, 2208.000, 1403.000
"2013/10/10 17:26:51", 0.390, 2246.000, 1368.000
"2013/10/10 17:26:55", 0.380, 2228.000, 1381.000
"2013/10/10 17:29:43", 0.368, 2243.000, 1416.000
"2013/10/10 17:29:47", 0.371, 2295.000, 1443.000
"2013/10/10 17:29:51", 0.385, 2236.000, 1374.000
"2013/10/10 17:29:54", 0.371, 2185.000, 1374.000
"2013/10/10 17:29:58", 0.381, 2232.000, 1380.000
"2013/10/10 17:32:42", 0.357, 2277.000, 1463.000
"2013/10/10 17:32:45", 0.362, 2203.000, 1404.000
"2013/10/10 17:32:49", 0.356, 2194.000, 1412.000
"2013/10/10 17:32:53", 0.334, 1099511627776.000, 2119.000
"2013/10/10 17:32:56", 0.344, 2183.000, 1430.000
"2013/10/10 17:33:00", 0.353, 2224.000, 1437.000
"2013/10/10 17:35:40", 0.365, 2175.000, 1381.000
"2013/10/10 17:35:44", 0.374, 2211.000, 1382.000
"2013/10/10 17:35:48", 0.350, 2117.000, 1374.000
"2013/10/10 17:35:51", 0.361, 2221.000, 1417.000
"2013/10/10 17:35:55", 0.367, 2236.000, 1414.000
"2013/10/10 17:35:59", 0.362, 2229.000, 1421.000
"2013/10/10 17:38:39", 0.390, 2256.000, 1374.000
"2013/10/10 17:38:42", 0.368, 2230.000, 1409.000
"2013/10/10 17:38:46", 0.410, 2376.000, 1400.000
"2013/10/10 17:38:50", 0.372, 2148.000, 1348.000
"2013/10/10 17:38:53", 0.356, 2130.000, 1370.000
"2013/10/10 17:38:57", 0.352, 2141.000, 1387.000
"2013/10/10 17:39:01", 0.345, 2153.000, 1410.000
"2013/10/10 17:39:04", 0.340, 2061.000, 1359.000
"2013/10/10 17:39:08", 0.335, 2132.000, 1416.000
"2013/10/10 17:39:12", 0.357, 2153.000, 1384.000
"2013/10/10 17:39:15", 0.366, 2130.000, 1350.000
"2013/10/10 17:39:19", 0.369, 2183.000, 1377.000
"2013/10/10 17:39:23", 0.378, 2188.000, 1359.000
"2013/10/10 17:39:30", 0.347, 2084.000, 1359.000
"2013/10/10 17:39:34", 0.355, 2138.000, 1378.000
"2013/10/10 17:39:38", 0.357, 2148.000, 1381.000
"2013/10/10 17:39:42", 0.345, 2139.000, 1400.000
"2013/10/10 17:39:45", 0.341, 2181.000, 1437.000
"2013/10/10 17:39:49", 0.358, 2169.000, 1391.000
"2013/10/10 17:39:53", 0.343, 2126.000, 1396.000
"2013/10/10 17:39:56", 0.372, 2185.000, 1370.000
"2013/10/10 17:40:00", 0.317, 2026.000, 1383.000
"2013/10/10 17:41:42", 0.347, 2141.000, 1397.000
"2013/10/10 17:41:46", 0.334, 2075.000, 1381.000
"2013/10/10 17:41:49", 0.354, 2025.000, 1308.000
"2013/10/10 17:41:53", 0.332, 2164.000, 1444.000
"2013/10/10 17:41:57", 0.333, 2053.000, 1368.000
"2013/10/10 17:42:00", 0.358, 2163.000, 1388.000
"2013/10/10 17:44:40", 0.358, 2185.000, 1401.000
"2013/10/10 17:44:44", 0.355, 2179.000, 1405.000
"2013/10/10 17:44:48", 0.360, 2239.000, 1432.000
"2013/10/10 17:44:51", 0.349, 2172.000, 1413.000
"2013/10/10 17:44:55", 0.346, 2127.000, 1391.000
"2013/10/10 17:44:59", 0.367, 2169.000, 1372.000
"2013/10/10 17:47:39", 0.358, 2188.000, 1403.000
"2013/10/10 17:47:43", 0.362, 2187.000, 1394.000
"2013/10/10 17:47:46", 0.363, 2186.000, 1392.000
"2013/10/10 17:47:50", 0.350, 2167.000, 1407.000
"2013/10/10 17:47:54", 0.339, 2118.000, 1398.000
"2013/10/10 17:47:57", 0.357, 2119.000, 1362.000
"2013/10/10 17:50:42", 0.385, 2232.000, 1371.000
"2013/10/10 17:50:46", 0.342, 2187.000, 1437.000
"2013/10/10 17:50:49", 0.359, 2203.000, 1412.000
"2013/10/10 17:50:53", 0.343, 2123.000, 1393.000
"2013/10/10 17:50:57", 0.342, 2142.000, 1408.000
"2013/10/10 17:51:00", 0.349, 2148.000, 1397.000
"2013/10/10 17:53:44", 0.345, 2191.000, 1435.000
"2013/10/10 17:53:48", 0.326, 2110.000, 1421.000
"2013/10/10 17:53:52", 0.329, 2124.000, 1424.000
"2013/10/10 17:53:55", 0.343, 2116.000, 1389.000
"2013/10/10 17:53:59", 0.330, 2106.000, 1409.000
"2013/10/10 17:56:39", 0.319, 2134.000, 1452.000
"2013/10/10 17:56:43", 0.338, 2168.000, 1434.000
"2013/10/10 17:56:47", 0.333, 2190.000, 1460.000
"2013/10/10 17:56:50", 0.346, 2126.000, 1390.000
"2013/10/10 17:56:54", 0.342, 2099.000, 1380.000
"2013/10/10 17:56:58", 0.336, 2168.000, 1438.000
"2013/10/10 17:59:41", 0.378, 2373.000, 1474.000
"2013/10/10 17:59:45", 0.360, 2312.000, 1478.000
"2013/10/10 17:59:49", 0.344, 2230.000, 1461.000
"2013/10/10 17:59:52", 0.344, 2225.000, 1459.000
"2013/10/10 17:59:56", 0.332, 2216.000, 1479.000
"2013/10/10 18:00:00", 0.356, 2211.000, 1423.000
"2013/10/10 18:02:45", 0.353, 2182.000, 1410.000
"2013/10/10 18:02:48", 0.362, 2153.000, 1372.000
"2013/10/10 18:02:52", 0.313, 2121.000, 1456.000
"2013/10/10 18:02:56", 0.357, 2224.000, 1428.000
"2013/10/10 18:02:59", 0.352, 2142.000, 1386.000
"2013/10/10 18:05:40", 0.347, 2222.000, 1450.000
"2013/10/10 18:05:43", 0.386, 2334.000, 1433.000
"2013/10/10 18:05:47", 0.357, 2210.000, 1420.000
"2013/10/10 18:05:50", 0.370, 2216.000, 1396.000
"2013/10/10 18:05:54", 0.351, 2208.000, 1432.000
"2013/10/10 18:05:58", 0.356, 2214.000, 1424.000
"2013/10/10 18:08:42", 0.333, 2217.000, 1477.000
"2013/10/10 18:08:45", 0.337, 2218.000, 1469.000
"2013/10/10 18:08:49", 0.348, 2183.000, 1423.000
"2013/10/10 18:08:53", 0.364, 2235.000, 1421.000
"2013/10/10 18:08:56", 0.347, 2184.000, 1424.000
"2013/10/10 18:09:00", 0.347, 2154.000, 1406.000
"2013/10/10 18:11:41", 0.347, 2135.000, 1394.000
"2013/10/10 18:11:45", 0.370, 2183.000, 1374.000
"2013/10/10 18:11:49", 0.346, 2205.000, 1442.000
"2013/10/10 18:11:52", 0.307, 2192.000, 1517.000
"2013/10/10 18:11:56", 0.346, 2186.000, 1429.000
"2013/10/10 18:11:59", 0.366, 2196.000, 1391.000
"2013/10/10 18:14:40", 0.366, 2172.000, 1377.000
"2013/10/10 18:14:43", 0.338, 2151.000, 1422.000
"2013/10/10 18:14:47", 0.319, 2050.000, 1396.000
"2013/10/10 18:14:51", 0.329, 2135.000, 1432.000
"2013/10/10 18:14:54", 0.331, 2104.000, 1406.000
"2013/10/10 18:14:58", 0.340, 2063.000, 1360.000
"2013/10/10 18:17:42", 0.378, 2158.000, 1342.000
"2013/10/10 18:17:46", 0.321, 2069.000, 1403.000
"2013/10/10 18:17:49", 0.345, 2096.000, 1372.000
"2013/10/10 18:17:53", 0.321, 2233.000, 1516.000
"2013/10/10 18:18:00", 0.321, 2107.000, 1430.000
"2013/10/10 18:23:40", 0.327, 2102.000, 1413.000
"2013/10/10 18:23:44", 0.334, 2062.000, 1373.000
"2013/10/10 18:23:47", 0.328, 2042.000, 1371.000
"2013/10/10 18:23:51", 0.330, 2079.000, 1391.000
"2013/10/10 18:23:54", 0.335, 2052.000, 1363.000
"2013/10/10 18:23:58", 0.330, 2077.000, 1391.000
"2013/10/10 18:26:42", 0.338, 2105.000, 1393.000
"2013/10/10 18:26:46", 0.351, 2119.000, 1375.000
"2013/10/10 18:26:49", 0.376, 2246.000, 1401.000
"2013/10/10 18:26:53", 0.351, 2125.000, 1378.000
"2013/10/10 18:27:00", 0.341, 2091.000, 1376.000
"2013/10/10 18:29:41", 0.342, 2148.000, 1412.000
"2013/10/10 18:29:44", 0.342, 2137.000, 1405.000
"2013/10/10 18:29:48", 0.351, 2146.000, 1391.000
"2013/10/10 18:29:51", 0.332, 2095.000, 1399.000
"2013/10/10 18:29:55", 0.321, 2081.000, 1412.000
"2013/10/10 18:29:59", 0.313, 2062.000, 1415.000
"2013/10/10 18:32:40", 0.329, 2084.000, 1398.000
"2013/10/10 18:32:44", 0.335, 2134.000, 1417.000
"2013/10/10 18:32:47", 0.322, 2105.000, 1426.000
"2013/10/10 18:32:51", 0.352, 2143.000, 1388.000
"2013/10/10 18:32:55", 0.352, 2113.000, 1369.000
"2013/10/10 18:32:58", 0.309, 2020.000, 1395.000
"2013/10/10 18:35:39", 0.356, 2188.000, 1408.000
"2013/10/10 18:35:42", 0.346, 2122.000, 1387.000
"2013/10/10 18:35:46", 0.338, 2128.000, 1408.000
"2013/10/10 18:35:50", 0.334, 2136.000, 1422.000
"2013/10/10 18:35:53", 0.361, 2168.000, 1384.000
"2013/10/10 18:35:57", 0.322, 2102.000, 1424.000
"2013/10/10 18:36:00", 0.337, 2111.000, 1399.000
"2013/10/10 18:38:41", 0.344, 2132.000, 1397.000
"2013/10/10 18:38:44", 0.319, 2044.000, 1390.000
"2013/10/10 18:38:48", 0.332, 2105.000, 1405.000
"2013/10/10 18:38:52", 0.347, 2072.000, 1352.000
"2013/10/10 18:38:55", 0.305, 2022.000, 1405.000
"2013/10/10 18:38:59", 0.363, 2164.000, 1377.000
"2013/10/10 18:39:03", 0.349, 2080.000, 1354.000
"2013/10/10 18:39:06", 0.329, 2060.000, 1382.000
"2013/10/10 18:39:10", 0.351, 2121.000, 1375.000
"2013/10/10 18:39:14", 0.322, 2035.000, 1379.000
"2013/10/10 18:39:17", 0.335, 2030.000, 1348.000
"2013/10/10 18:39:21", 0.314, 1998.000, 1369.000
"2013/10/10 18:39:24", 0.330, 2078.000, 1391.000
"2013/10/10 18:39:28", 0.333, 2082.000, 1387.000
"2013/10/10 18:39:32", 0.337, 2091.000, 1385.000
"2013/10/10 18:39:35", 0.344, 2029.000, 1331.000
"2013/10/10 18:39:39", 0.321, 2036.000, 1382.000
"2013/10/10 18:39:43", 0.322, 2039.000, 1382.000
"2013/10/10 18:39:46", 0.319, 2069.000, 1408.000
"2013/10/10 18:39:50", 0.312, 1980.000, 1361.000
"2013/10/10 18:39:54", 0.367, 2127.000, 1346.000
"2013/10/10 18:39:57", 0.305, 1980.000, 1375.000
"2013/10/10 18:41:39", 0.337, 2063.000, 1367.000
"2013/10/10 18:41:43", 0.312, 2001.000, 1375.000
"2013/10/10 18:41:47", 0.293, 1978.000, 1397.000
"2013/10/10 18:41:54", 0.311, 1986.000, 1368.000
"2013/10/10 18:41:58", 0.324, 2029.000, 1371.000
"2013/10/10 18:44:39", 0.333, 2226.000, 1484.000
"2013/10/10 18:44:42", 0.299, 2069.000, 1449.000
"2013/10/10 18:44:46", 0.311, 2104.000, 1449.000
"2013/10/10 18:44:50", 0.326, 2078.000, 1399.000
"2013/10/10 18:44:53", 0.363, 2165.000, 1379.000
"2013/10/10 18:47:41", 0.366, 2141.000, 1357.000
"2013/10/10 18:47:45", 0.323, 2064.000, 1397.000
"2013/10/10 18:47:48", 0.366, 2136.000, 1353.000
"2013/10/10 18:47:52", 0.330, 2115.000, 1417.000
"2013/10/10 18:47:56", 0.340, 2072.000, 1367.000
"2013/10/10 18:47:59", 0.319, 2076.000, 1412.000
"2013/10/10 18:50:39", 0.351, 2151.000, 1394.000
"2013/10/10 18:50:43", 0.306, 2012.000, 1396.000
"2013/10/10 18:50:47", 0.303, 1990.000, 1386.000
"2013/10/10 18:50:50", 0.352, 2078.000, 1345.000
"2013/10/10 18:50:54", 0.341, 2059.000, 1355.000
"2013/10/10 18:50:58", 0.309, 2015.000, 1392.000
"2013/10/10 18:53:43", 0.353, 2344.000, 1516.000
"2013/10/10 18:53:46", 0.316, 2138.000, 1462.000
"2013/10/10 18:53:50", 0.344, 2158.000, 1414.000
"2013/10/10 18:53:54", 0.324, 2059.000, 1390.000
"2013/10/10 18:53:57", 0.332, 2023.000, 1351.000
"2013/10/10 18:56:41", 0.313, 2025.000, 1391.000
"2013/10/10 18:56:45", 0.327, 2051.000, 1380.000
"2013/10/10 18:56:48", 0.306, 2007.000, 1391.000
"2013/10/10 18:56:52", 0.338, 2048.000, 1355.000
"2013/10/10 18:56:56", 0.316, 2002.000, 1369.000
"2013/10/10 18:56:59", 0.323, 1990.000, 1347.000
"2013/10/10 18:59:40", 0.313, 2008.000, 1378.000
"2013/10/10 18:59:43", 0.336, 1997.000, 1326.000
"2013/10/10 18:59:47", 0.316, 2028.000, 1386.000
"2013/10/10 18:59:51", 0.366, 2157.000, 1367.000
"2013/10/10 18:59:54", 0.328, 2015.000, 1353.000
"2013/10/10 18:59:58", 0.341, 2079.000, 1368.000
"2013/10/10 19:02:46", 0.331, 2089.000, 1396.000
"2013/10/10 19:02:50", 0.327, 1984.000, 1334.000
"2013/10/10 19:02:54", 0.335, 1956.000, 1300.000
"2013/10/10 19:02:57", 0.333, 2006.000, 1337.000
"2013/10/10 19:03:01", 0.324, 2000.000, 1351.000
"2013/10/10 19:05:41", 0.299, 1980.000, 1387.000
"2013/10/10 19:05:45", 0.330, 1999.000, 1339.000
"2013/10/10 19:05:49", 0.328, 2053.000, 1379.000
"2013/10/10 19:05:52", 0.303, 1924.000, 1340.000
"2013/10/10 19:05:56", 0.327, 2006.000, 1349.000
"2013/10/10 19:06:00", 0.340, 2024.000, 1334.000
"2013/10/10 19:08:40", 0.353, 2075.000, 1342.000
"2013/10/10 19:08:44", 0.343, 2059.000, 1351.000
"2013/10/10 19:08:47", 0.330, 2029.000, 1358.000
"2013/10/10 19:08:51", 0.320, 2057.000, 1398.000
"2013/10/10 19:08:55", 0.305, 1993.000, 1384.000
"2013/10/10 19:08:58", 0.334, 2049.000, 1363.000
"2013/10/10 19:11:42", 0.341, 2049.000, 1349.000
"2013/10/10 19:11:46", 0.356, 2091.000, 1346.000
"2013/10/10 19:11:49", 0.329, 2094.000, 1403.000
"2013/10/10 19:11:53", 0.320, 2004.000, 1362.000
"2013/10/10 19:11:57", 0.325, 1993.000, 1345.000
"2013/10/10 19:14:42", 0.361, 2036.000, 1301.000
"2013/10/10 19:14:45", 0.343, 2003.000, 1314.000
"2013/10/10 19:14:49", 0.380, 2067.000, 1281.000
"2013/10/10 19:14:53", 0.337, 1965.000, 1302.000
"2013/10/10 19:14:56", 0.358, 2028.000, 1300.000
"2013/10/10 19:15:00", 0.341, 1997.000, 1315.000
"2013/10/10 19:17:40", 0.333, 2045.000, 1362.000
"2013/10/10 19:17:44", 0.301, 1988.000, 1388.000
"2013/10/10 19:17:47", 0.341, 2021.000, 1330.000
"2013/10/10 19:17:51", 0.357, 2109.000, 1355.000
"2013/10/10 19:17:55", 0.332, 2026.000, 1353.000
"2013/10/10 19:17:58", 0.326, 2040.000, 1373.000
"2013/10/10 19:23:42", 0.352, 2056.000, 1332.000
"2013/10/10 19:23:45", 0.329, 2047.000, 1372.000
"2013/10/10 19:23:49", 0.331, 2086.000, 1395.000
"2013/10/10 19:23:53", 0.325, 2055.000, 1387.000
"2013/10/10 19:23:56", 0.326, 2045.000, 1377.000
"2013/10/10 19:24:00", 0.323, 2014.000, 1362.000
"2013/10/10 19:26:40", 0.327, 2099.000, 1411.000
"2013/10/10 19:26:44", 0.318, 2066.000, 1407.000
"2013/10/10 19:26:48", 0.323, 2091.000, 1414.000
"2013/10/10 19:26:51", 0.319, 2050.000, 1395.000
"2013/10/10 19:26:59", 0.290, 2017.000, 1432.000
"2013/10/10 19:29:39", 0.321, 2109.000, 1430.000
"2013/10/10 19:29:43", 0.288, 2096.000, 1491.000
"2013/10/10 19:29:46", 0.315, 2041.000, 1397.000
"2013/10/10 19:29:50", 0.333, 2119.000, 1412.000
"2013/10/10 19:29:53", 0.317, 2090.000, 1426.000
"2013/10/10 19:29:57", 0.308, 2096.000, 1449.000
"2013/10/10 19:32:41", 0.316, 2118.000, 1447.000
"2013/10/10 19:32:45", 0.293, 2050.000, 1448.000
"2013/10/10 19:32:48", 0.390, 2464.000, 1503.000
"2013/10/10 19:32:52", 0.347, 2250.000, 1469.000
"2013/10/10 19:32:56", 0.330, 2143.000, 1435.000
"2013/10/10 19:32:59", 0.291, 2028.000, 1436.000
"2013/10/10 19:35:41", 0.343, 2047.000, 1344.000
"2013/10/10 19:35:44", 0.331, 2129.000, 1424.000
"2013/10/10 19:35:48", 0.318, 2051.000, 1397.000
"2013/10/10 19:35:51", 0.305, 2027.000, 1408.000
"2013/10/10 19:35:59", 0.353, 2105.000, 1360.000
"2013/10/10 19:38:39", 0.323, 2102.000, 1421.000
"2013/10/10 19:38:43", 0.315, 1993.000, 1365.000
"2013/10/10 19:38:46", 0.311, 1993.000, 1373.000
"2013/10/10 19:38:50", 0.308, 2008.000, 1388.000
"2013/10/10 19:38:54", 0.332, 2048.000, 1367.000
"2013/10/10 19:38:57", 0.312, 2034.000, 1398.000
"2013/10/10 19:39:01", 0.332, 2027.000, 1353.000
"2013/10/10 19:39:05", 0.319, 2005.000, 1365.000
"2013/10/10 19:39:08", 0.329, 2025.000, 1358.000
"2013/10/10 19:39:12", 0.328, 2004.000, 1346.000
